0008,1110;ReferencedStudySequence
0008,1111;ReferencedProcedureStepSequence
0008,1115;ReferencedSeriesSequence
0008,1120;ReferencedPatientSequence
0008,1125;ReferencedVisitSequence
0008,1130;ReferencedOverlaySequence
0008,113A;ReferencedWaveformSequence
0008,1140;ReferencedImageSequence
0008,1145;ReferencedCurveSequence
0008,114A;ReferencedInstanceSequence
0008,1150;ReferencedSOPClassUID
0008,1155;ReferencedSOPInstanceUID
0008,115A;SOPClassesSupported
0008,1160;ReferencedFrameNumber
0008,1161;SimpleFrameList
0008,1162;CalculatedFrameList
0008,1163;TimeRange
0008,1164;FrameExtractionSequence
0008,1195;TransactionUID
0008,1197;FailureReason
0008,1198;FailedSOPSequence
0008,1199;ReferencedSOPSequence
0008,1200;OtherReferencedStudiesSequence
0008,1250;RelatedSeriesSequence
0008,2110;LossyImageCompression
0008,2111;DerivationDescription
0008,2112;SourceImageSequence
0008,2120;StageName
0008,2122;StageNumber
0008,2124;NumberOfStages
0008,2127;ViewName
0008,2128;ViewNumber
0008,2129;NumberOfEventTimers
0008,212A;NumberOfViewsInStage
0008,2130;EventElapsedTimes
0008,2132;EventTimerNames
0008,2133;EventTimerSequence
0008,2134;EventTimeOffset
0008,2135;EventCodeSequence
0008,2142;StartTrim
0008,2143;StopTrim
0008,2144;RecommendedDisplayFrameRate
0008,2200;TransducerPosition
0008,2204;TransducerOrientation
0008,2208;AnatomicStructure
0008,2218;AnatomicRegionSequence
0008,2220;AnatomicRegionModifierSequence
0008,2228;PrimaryAnatomicStructureSequence
0008,2229;AnatomicStructureOrRegionSequence
0008,2230;AnatomicStructureModifierSequence
0008,2240;TransducerPositionSequence
0008,2242;TransducerPositionModifierSequence
0008,2244;TransducerOrientationSequence
0008,2246;TransducerOrientationModifierSeq
0008,2253;AnatomicEntrancePortalCodeSeqTrial
0008,2255;AnatomicApproachDirCodeSeqTrial
0008,2256;AnatomicPerspectiveDescrTrial
0008,2257;AnatomicPerspectiveCodeSeqTrial
0008,3001;AlternateRepresentationSequence
0008,3010;IrradiationEventUID
0008,4000;IdentifyingComments
0008,9007;FrameType
0008,9092;ReferencedImageEvidenceSequence
0008,9121;ReferencedRawDataSequence
0008,9123;CreatorVersionUID
0008,9124;DerivationImageSequence
0008,9154;SourceImageEvidenceSequence
0008,9205;PixelPresentation
0008,9206;VolumetricProperties
0008,9207;VolumeBasedCalculationTechnique
0008,9208;ComplexImageComponent
0008,9209;AcquisitionContrast
0008,9215;DerivationCodeSequence
0008,9237;GrayscalePresentationStateSequence
0008,9410;ReferencedOtherPlaneSequence
0008,9458;FrameDisplaySequence
0008,9459;RecommendedDisplayFrameRateInFloat
0008,9460;SkipFrameRangeFlag
0009,1001;FullFidelity
0009,1002;SuiteID
0009,1004;ProductID
0009,1027;ImageActualDate
0009,1030;ServiceID
0009,1031;MobileLocationNumber
0009,10E3;EquipmentUID
0009,10E6;GenesisVersionNow
0009,10E7;ExamRecordChecksum
0009,10E9;ActualSeriesDataTimeStamp
0010,0000;PatientGroupLength
0010,0010;PatientName
0010,0020;PatientID
0010,0021;IssuerOfPatientID
0010,0022;TypeOfPatientID
0010,0030;PatientBirthDate
0010,0032;PatientBirthTime
0010,0040;PatientSex
0010,0050;PatientInsurancePlanCodeSequence
0010,0101;PatientPrimaryLanguageCodeSeq
0010,0102;PatientPrimaryLanguageCodeModSeq
0010,1000;OtherPatientIDs
0010,1001;OtherPatientNames
0010,1002;OtherPatientIDsSequence
0010,1005;PatientBirthName
0010,1010;PatientAge
0010,1020;PatientSize
0010,1030;PatientWeight
0010,1040;PatientAddress
0010,1050;InsurancePlanIdentification
0010,1060;PatientMotherBirthName
0010,1080;MilitaryRank
0010,1081;BranchOfService
0010,1090;MedicalRecordLocator
0010,2000;MedicalAlerts
0010,2110;Allergies
0010,2150;CountryOfResidence
0010,2152;RegionOfResidence
0010,2154;PatientTelephoneNumbers
0010,2160;EthnicGroup
0010,2180;Occupation
0010,21A0;SmokingStatus
0010,21B0;AdditionalPatientHistory
0010,21C0;PregnancyStatus
0010,21D0;LastMenstrualDate
0010,21F0;PatientReligiousPreference
0010,2201;PatientSpeciesDescription
0010,2202;PatientSpeciesCodeSequence
0010,2203;PatientSexNeutered
0010,2210;AnatomicalOrientationType
0010,2292;PatientBreedDescription
0010,2293;PatientBreedCodeSequence
0010,2294;BreedRegistrationSequence
0010,2295;BreedRegistrationNumber
0010,2296;BreedRegistryCodeSequence
0010,2297;ResponsiblePerson
0010,2298;ResponsiblePersonRole
0010,2299;ResponsibleOrganization
0010,4000;PatientComments
0010,9431;ExaminedBodyThickness
0011,1010;PatientStatus
0012,0010;ClinicalTrialSponsorName
0012,0020;ClinicalTrialProtocolID
0012,0021;ClinicalTrialProtocolName
0012,0030;ClinicalTrialSiteID
0012,0031;ClinicalTrialSiteName
0012,0040;ClinicalTrialSubjectID
0012,0042;ClinicalTrialSubjectReadingID
0012,0050;ClinicalTrialTimePointID
0012,0051;ClinicalTrialTimePointDescription
0012,0060;ClinicalTrialCoordinatingCenter
0012,0062;PatientIdentityRemoved
0012,0063;DeidentificationMethod
0012,0064;DeidentificationMethodCodeSequence
0012,0071;ClinicalTrialSeriesID
0012,0072;ClinicalTrialSeriesDescription
0012,0084;DistributionType
0012,0085;ConsentForDistributionFlag
0018,0000;AcquisitionGroupLength
0018,0010;ContrastBolusAgent
0018,0012;ContrastBolusAgentSequence
0018,0014;ContrastBolusAdministrationRoute
0018,0015;BodyPartExamined
0018,0020;ScanningSequence
0018,0021;SequenceVariant
0018,0022;ScanOptions
0018,0023;MRAcquisitionType
0018,0024;SequenceName
0018,0025;AngioFlag
0018,0026;InterventionDrugInformationSeq
0018,0027;InterventionDrugStopTime
0018,0028;InterventionDrugDose
0018,0029;InterventionDrugSequence
0018,002A;AdditionalDrugSequence
0018,0030;Radionuclide
0018,0031;Radiopharmaceutical
0018,0032;EnergyWindowCenterline
0018,0033;EnergyWindowTotalWidth
0018,0034;InterventionDrugName
0018,0035;InterventionDrugStartTime
0018,0036;InterventionSequence
0018,0037;TherapyType
0018,0038;InterventionStatus
0018,0039;TherapyDescription
0018,003A;InterventionDescription
0018,0040;CineRate
0018,0042;InitialCineRunState
0018,0050;SliceThickness
0018,0060;KVP
0018,0070;CountsAccumulated
0018,0071;AcquisitionTerminationCondition
0018,0072;EffectiveDuration
0018,0073;AcquisitionStartCondition
0018,0074;AcquisitionStartConditionData
0018,0075;AcquisitionEndConditionData
0018,0080;RepetitionTime
0018,0081;EchoTime
0018,0082;InversionTime
0018,0083;NumberOfAverages
0018,0084;ImagingFrequency
0018,0085;ImagedNucleus
0018,0086;EchoNumber
0018,0087;MagneticFieldStrength
0018,0088;SpacingBetweenSlices
0018,0089;NumberOfPhaseEncodingSteps
0018,0090;DataCollectionDiameter
0018,0091;EchoTrainLength
0018,0093;PercentSampling
0018,0094;PercentPhaseFieldOfView
0018,0095;PixelBandwidth
0018,1000;DeviceSerialNumber
0018,1002;DeviceUID
0018,1003;DeviceID
0018,1004;PlateID
0018,1005;GeneratorID
0018,1006;GridID
0018,1007;CassetteID
0018,1008;GantryID
0018,1010;SecondaryCaptureDeviceID
0018,1011;HardcopyCreationDeviceID
0018,1012;DateOfSecondaryCapture
0018,1014;TimeOfSecondaryCapture
0018,1016;SecondaryCaptureDeviceManufacturer
0018,1017;HardcopyDeviceManufacturer
0018,1018;SecondaryCaptureDeviceModelName
0018,1019;SecondaryCaptureDeviceSoftwareVers
0018,101A;HardcopyDeviceSoftwareVersion
0018,101B;HardcopyDeviceModelName
0018,1020;SoftwareVersion
0018,1022;VideoImageFormatAcquired
0018,1023;DigitalImageFormatAcquired
0018,1030;ProtocolName
0018,1040;ContrastBolusRoute
0018,1041;ContrastBolusVolume
0018,1042;ContrastBolusStartTime
0018,1043;ContrastBolusStopTime
0018,1044;ContrastBolusTotalDose
0018,1045;SyringeCounts
0018,1046;ContrastFlowRate
0018,1047;ContrastFlowDuration
0018,1048;ContrastBolusIngredient
0018,1049;ContrastBolusConcentration
0018,1050;SpatialResolution
0018,1060;TriggerTime
0018,1061;TriggerSourceOrType
0018,1062;NominalInterval
0018,1063;FrameTime
0018,1064;CardiacFramingType
0018,1065;FrameTimeVector
0018,1066;FrameDelay
0018,1067;ImageTriggerDelay
0018,1068;MultiplexGroupTimeOffset
0018,1069;TriggerTimeOffset
0018,106A;SynchronizationTrigger
0018,106C;SynchronizationChannel
0018,106E;TriggerSamplePosition
0018,1070;RadiopharmaceuticalRoute
0018,1071;RadiopharmaceuticalVolume
0018,1072;RadiopharmaceuticalStartTime
0018,1073;RadiopharmaceuticalStopTime
0018,1074;RadionuclideTotalDose
0018,1075;RadionuclideHalfLife
0018,1076;RadionuclidePositronFraction
0018,1077;RadiopharmaceuticalSpecActivity
0018,1078;RadiopharmaceuticalStartDateTime
0018,1079;RadiopharmaceuticalStopDateTime
0018,1080;BeatRejectionFlag
0018,1081;LowRRValue
0018,1082;HighRRValue
0018,1083;IntervalsAcquired
0018,1084;IntervalsRejected
0018,1085;PVCRejection
0018,1086;SkipBeats
0018,1088;HeartRate
0018,1090;CardiacNumberOfImages
0018,1094;TriggerWindow
0018,1100;ReconstructionDiameter
0018,1110;DistanceSourceToDetector
0018,1111;DistanceSourceToPatient
0018,1114;EstimatedRadiographicMagnification
0018,1120;GantryDetectorTilt
0018,1121;GantryDetectorSlew
0018,1130;TableHeight
0018,1131;TableTraverse
0018,1134;TableMotion
0018,1135;TableVerticalIncrement
0018,1136;TableLateralIncrement
0018,1137;TableLongitudinalIncrement
0018,1138;TableAngle
0018,113A;TableType
0018,1140;RotationDirection
0018,1141;AngularPosition
0018,1142;RadialPosition
0018,1143;ScanArc
0018,1144;AngularStep
0018,1145;CenterOfRotationOffset
0018,1146;RotationOffset
0018,1147;FieldOfViewShape
0018,1149;FieldOfViewDimensions
0018,1150;ExposureTime
0018,1151;XRayTubeCurrent
0018,1152;Exposure
0018,1153;ExposureInMicroAmpSec
0018,1154;AveragePulseWidth
0018,1155;RadiationSetting
0018,1156;RectificationType
0018,115A;RadiationMode
0018,115E;ImageAreaDoseProduct
0018,1160;FilterType
0018,1161;TypeOfFilters
0018,1162;IntensifierSize
0018,1164;ImagerPixelSpacing
0018,1166;Grid
0018,1170;GeneratorPower
0018,1180;CollimatorGridName
0018,1181;CollimatorType
0018,1182;FocalDistance
0018,1183;XFocusCenter
0018,1184;YFocusCenter
0018,1190;FocalSpots
0018,1191;AnodeTargetMaterial
0018,11A0;BodyPartThickness
0018,11A2;CompressionForce
0018,1200;DateOfLastCalibration
0018,1201;TimeOfLastCalibration
0018,1210;ConvolutionKernel
0018,1240;UpperLowerPixelValues
0018,1242;ActualFrameDuration
0018,1243;CountRate
0018,1244;PreferredPlaybackSequencing
0018,1250;ReceiveCoilName
0018,1251;TransmitCoilName
0018,1260;PlateType
0018,1261;PhosphorType
0018,1300;ScanVelocity
0018,1301;WholeBodyTechnique
0018,1302;ScanLength
0018,1310;AcquisitionMatrix
0018,1312;InPlanePhaseEncodingDirection
0018,1314;FlipAngle
0018,1315;VariableFlipAngleFlag
0018,1316;SAR
0018,1318;DB-Dt
0018,1400;AcquisitionDeviceProcessingDescr
0018,1401;AcquisitionDeviceProcessingCode
0018,1402;CassetteOrientation
0018,1403;CassetteSize
0018,1404;ExposuresOnPlate
0018,1405;RelativeXRayExposure
0018,1450;ColumnAngulation
0018,1460;TomoLayerHeight
0018,1470;TomoAngle
0018,1480;TomoTime
0018,1490;TomoType
0018,1491;TomoClass
0018,1495;NumberOfTomosynthesisSourceImages
0018,1500;PositionerMotion
0018,1508;PositionerType
0018,1510;PositionerPrimaryAngle
0018,1511;PositionerSecondaryAngle
0018,1520;PositionerPrimaryAngleIncrement
0018,1521;PositionerSecondaryAngleIncrement
0018,1530;DetectorPrimaryAngle
0018,1531;DetectorSecondaryAngle
0018,1600;ShutterShape
0018,1602;ShutterLeftVerticalEdge
0018,1604;ShutterRightVerticalEdge
0018,1606;ShutterUpperHorizontalEdge
0018,1608;ShutterLowerHorizontalEdge
0018,1610;CenterOfCircularShutter
0018,1612;RadiusOfCircularShutter
0018,1620;VerticesOfPolygonalShutter
0018,1622;ShutterPresentationValue
0018,1623;ShutterOverlayGroup
0018,1624;ShutterPresentationColorCIELabVal
0018,1700;CollimatorShape
0018,1702;CollimatorLeftVerticalEdge
0018,1704;CollimatorRightVerticalEdge
0018,1706;CollimatorUpperHorizontalEdge
0018,1708;CollimatorLowerHorizontalEdge
0018,1710;CenterOfCircularCollimator
0018,1712;RadiusOfCircularCollimator
0018,1720;VerticesOfPolygonalCollimator
0018,1800;AcquisitionTimeSynchronized
0018,1801;TimeSource
0018,1802;TimeDistributionProtocol
0018,1803;NTPSourceAddress
0018,2001;PageNumberVector
0018,2002;FrameLabelVector
0018,2003;FramePrimaryAngleVector
0018,2004;FrameSecondaryAngleVector
0018,2005;SliceLocationVector
0018,2006;DisplayWindowLabelVector
0018,2010;NominalScannedPixelSpacing
0018,2020;DigitizingDeviceTransportDirection
0018,2030;RotationOfScannedFilm
0018,3100;IVUSAcquisition
0018,3101;IVUSPullbackRate
0018,3102;IVUSGatedRate
0018,3103;IVUSPullbackStartFrameNumber
0018,3104;IVUSPullbackStopFrameNumber
0018,3105;LesionNumber
0018,4000;AcquisitionComments
0018,5000;OutputPower
0018,5010;TransducerData
0018,5012;FocusDepth
0018,5020;ProcessingFunction
0018,5021;PostprocessingFunction
0018,5022;MechanicalIndex
0018,5024;BoneThermalIndex
0018,5026;CranialThermalIndex
0018,5027;SoftTissueThermalIndex
0018,5028;SoftTissueFocusThermalIndex
0018,5029;SoftTissueSurfaceThermalIndex
0018,5030;DynamicRange
0018,5040;TotalGain
0018,5050;DepthOfScanField
0018,5100;PatientPosition
0018,5101;ViewPosition
0018,5104;ProjectionEponymousNameCodeSeq
0018,5210;ImageTransformationMatrix
0018,5212;ImageTranslationVector
0018,6000;Sensitivity
0018,6011;SequenceOfUltrasoundRegions
0018,6012;RegionSpatialFormat
0018,6014;RegionDataType
0018,6016;RegionFlags
0018,6018;RegionLocationMinX0
0018,601A;RegionLocationMinY0
0018,601C;RegionLocationMaxX1
0018,601E;RegionLocationMaxY1
0018,6020;ReferencePixelX0
0018,6022;ReferencePixelY0
0018,6024;PhysicalUnitsXDirection
0018,6026;PhysicalUnitsYDirection
0018,6028;ReferencePixelPhysicalValueX
0018,602A;ReferencePixelPhysicalValueY
0018,602C;PhysicalDeltaX
0018,602E;PhysicalDeltaY
0018,6030;TransducerFrequency
0018,6031;TransducerType
0018,6032;PulseRepetitionFrequency
0018,6034;DopplerCorrectionAngle
0018,6036;SteeringAngle
0018,6038;DopplerSampleVolumeXPosRetired
0018,6039;DopplerSampleVolumeXPosition
0018,603A;DopplerSampleVolumeYPosRetired
0018,603B;DopplerSampleVolumeYPosition
0018,603C;TMLinePositionX0Retired
0018,603D;TMLinePositionX0
0018,603E;TMLinePositionY0Retired
0018,603F;TMLinePositionY0
0018,6040;TMLinePositionX1Retired
0018,6041;TMLinePositionX1
0018,6042;TMLinePositionY1Retired
0018,6043;TMLinePositionY1
0018,6044;PixelComponentOrganization
0018,6046;PixelComponentMask
0018,6048;PixelComponentRangeStart
0018,604A;PixelComponentRangeStop
0018,604C;PixelComponentPhysicalUnits
0018,604E;PixelComponentDataType
0018,6050;NumberOfTableBreakPoints
0018,6052;TableOfXBreakPoints
0018,6054;TableOfYBreakPoints
0018,6056;NumberOfTableEntries
0018,6058;TableOfPixelValues
0018,605A;TableOfParameterValues
0018,6060;RWaveTimeVector
0018,7000;DetectorConditionsNominalFlag
0018,7001;DetectorTemperature
0018,7004;DetectorType
0018,7005;DetectorConfiguration
0018,7006;DetectorDescription
0018,7008;DetectorMode
0018,700A;DetectorID
0018,700C;DateOfLastDetectorCalibration
0018,700E;TimeOfLastDetectorCalibration
0018,7010;DetectorExposuresSinceCalibration
0018,7011;DetectorExposuresSinceManufactured
0018,7012;DetectorTimeSinceLastExposure
0018,7014;DetectorActiveTime
0018,7016;DetectorActiveOffsetFromExposure
0018,701A;DetectorBinning
0018,7020;DetectorElementPhysicalSize
0018,7022;DetectorElementSpacing
0018,7024;DetectorActiveShape
0018,7026;DetectorActiveDimensions
0018,7028;DetectorActiveOrigin
0018,702A;DetectorManufacturerName
0018,702B;DetectorManufacturersModelName
0018,7030;FieldOfViewOrigin
0018,7032;FieldOfViewRotation
0018,7034;FieldOfViewHorizontalFlip
0018,7040;GridAbsorbingMaterial
0018,7041;GridSpacingMaterial
0018,7042;GridThickness
0018,7044;GridPitch
0018,7046;GridAspectRatio
0018,7048;GridPeriod
0018,704C;GridFocalDistance
0018,7050;FilterMaterial
0018,7052;FilterThicknessMinimum
0018,7054;FilterThicknessMaximum
0018,7060;ExposureControlMode
0018,7062;ExposureControlModeDescription
0018,7064;ExposureStatus
0018,7065;PhototimerSetting
0018,8150;ExposureTimeInMicroSec
0018,8151;XRayTubeCurrentInMicroAmps
0018,9004;ContentQualification
0018,9005;PulseSequenceName
0018,9006;MRImagingModifierSequence
0018,9008;EchoPulseSequence
0018,9009;InversionRecovery
0018,9010;FlowCompensation
0018,9011;MultipleSpinEcho
0018,9012;MultiPlanarExcitation
0018,9014;PhaseContrast
0018,9015;TimeOfFlightContrast
0018,9016;Spoiling
0018,9017;SteadyStatePulseSequence
0018,9018;EchoPlanarPulseSequence
0018,9019;TagAngleFirstAxis
0018,9020;MagnetizationTransfer
0018,9021;T2Preparation
0018,9022;BloodSignalNulling
0018,9024;SaturationRecovery
0018,9025;SpectrallySelectedSuppression
0018,9026;SpectrallySelectedExcitation
0018,9027;SpatialPresaturation
0018,9028;Tagging
0018,9029;OversamplingPhase
0018,9030;TagSpacingFirstDimension
0018,9032;GeometryOfKSpaceTraversal
0018,9033;SegmentedKSpaceTraversal
0018,9034;RectilinearPhaseEncodeReordering
0018,9035;TagThickness
0018,9036;PartialFourierDirection
0018,9037;CardiacSynchronizationTechnique
0018,9041;ReceiveCoilManufacturerName
0018,9042;MRReceiveCoilSequence
0018,9043;ReceiveCoilType
0018,9044;QuadratureReceiveCoil
0018,9045;MultiCoilDefinitionSequence
0018,9046;MultiCoilConfiguration
0018,9047;MultiCoilElementName
0018,9048;MultiCoilElementUsed
0018,9049;MRTransmitCoilSequence
0018,9050;TransmitCoilManufacturerName
0018,9051;TransmitCoilType
0018,9052;SpectralWidth
0018,9053;ChemicalShiftReference
0018,9054;VolumeLocalizationTechnique
0018,9058;MRAcquisitionFrequencyEncodeSteps
0018,9059;Decoupling
0018,9060;DecoupledNucleus
0018,9061;DecouplingFrequency
0018,9062;DecouplingMethod
0018,9063;DecouplingChemicalShiftReference
0018,9064;KSpaceFiltering
0018,9065;TimeDomainFiltering
0018,9066;NumberOfZeroFills
0018,9067;BaselineCorrection
0018,9069;ParallelReductionFactorInPlane
0018,9070;CardiacRRIntervalSpecified
0018,9073;AcquisitionDuration
0018,9074;FrameAcquisitionDateTime
0018,9075;DiffusionDirectionality
0018,9076;DiffusionGradientDirectionSequence
0018,9077;ParallelAcquisition
0018,9078;ParallelAcquisitionTechnique
0018,9079;InversionTimes
0018,9080;MetaboliteMapDescription
0018,9081;PartialFourier
0018,9082;EffectiveEchoTime
0018,9083;MetaboliteMapCodeSequence
0018,9084;ChemicalShiftSequence
0018,9085;CardiacSignalSource
0018,9087;DiffusionBValue
0018,9089;DiffusionGradientOrientation
0018,9090;VelocityEncodingDirection
0018,9091;VelocityEncodingMinimumValue
0018,9093;NumberOfKSpaceTrajectories
0018,9094;CoverageOfKSpace
0018,9095;SpectroscopyAcquisitionPhaseRows
0018,9096;ParallelReductFactorInPlaneRetired
0018,9098;TransmitterFrequency
0018,9100;ResonantNucleus
0018,9101;FrequencyCorrection
0018,9103;MRSpectroscopyFOV-GeometrySequence
0018,9104;SlabThickness
0018,9105;SlabOrientation
0018,9106;MidSlabPosition
0018,9107;MRSpatialSaturationSequence
0018,9112;MRTimingAndRelatedParametersSeq
0018,9114;MREchoSequence
0018,9115;MRModifierSequence
0018,9117;MRDiffusionSequence
0018,9118;CardiacTriggerSequence
0018,9119;MRAveragesSequence
0018,9125;MRFOV-GeometrySequence
0018,9126;VolumeLocalizationSequence
0018,9127;SpectroscopyAcquisitionDataColumns
0018,9147;DiffusionAnisotropyType
0018,9151;FrameReferenceDateTime
0018,9152;MRMetaboliteMapSequence
0018,9155;ParallelReductionFactorOutOfPlane
0018,9159;SpectroscopyOutOfPlanePhaseSteps
0018,9166;BulkMotionStatus
0018,9168;ParallelReductionFactSecondInPlane
0018,9169;CardiacBeatRejectionTechnique
0018,9170;RespiratoryMotionCompTechnique
0018,9171;RespiratorySignalSource
0018,9172;BulkMotionCompensationTechnique
0018,9173;BulkMotionSignalSource
0018,9174;ApplicableSafetyStandardAgency
0018,9175;ApplicableSafetyStandardDescr
0018,9176;OperatingModeSequence
0018,9177;OperatingModeType
0018,9178;OperatingMode
0018,9179;SpecificAbsorptionRateDefinition
0018,9180;GradientOutputType
0018,9181;SpecificAbsorptionRateValue
0018,9182;GradientOutput
0018,9183;FlowCompensationDirection
0018,9184;TaggingDelay
0018,9185;RespiratoryMotionCompTechDescr
0018,9186;RespiratorySignalSourceID
0018,9195;ChemicalShiftsMinIntegrateLimitHz
0018,9196;ChemicalShiftsMaxIntegrateLimitHz
0018,9197;MRVelocityEncodingSequence
0018,9198;FirstOrderPhaseCorrection
0018,9199;WaterReferencedPhaseCorrection
0018,9200;MRSpectroscopyAcquisitionType
0018,9214;RespiratoryCyclePosition
0018,9217;VelocityEncodingMaximumValue
0018,9218;TagSpacingSecondDimension
0018,9219;TagAngleSecondAxis
0018,9220;FrameAcquisitionDuration
0018,9226;MRImageFrameTypeSequence
0018,9227;MRSpectroscopyFrameTypeSequence
0018,9231;MRAcqPhaseEncodingStepsInPlane
0018,9232;MRAcqPhaseEncodingStepsOutOfPlane
0018,9234;SpectroscopyAcqPhaseColumns
0018,9236;CardiacCyclePosition
0018,9239;SpecificAbsorptionRateSequence
0018,9240;RFEchoTrainLength
0018,9241;GradientEchoTrainLength
0018,9295;ChemicalShiftsMinIntegrateLimitPPM
0018,9296;ChemicalShiftsMaxIntegrateLimitPPM
0018,9301;CTAcquisitionTypeSequence
0018,9302;AcquisitionType
0018,9303;TubeAngle
0018,9304;CTAcquisitionDetailsSequence
0018,9305;RevolutionTime
0018,9306;SingleCollimationWidth
0018,9307;TotalCollimationWidth
0018,9308;CTTableDynamicsSequence
0018,9309;TableSpeed
0018,9310;TableFeedPerRotation
0018,9311;SpiralPitchFactor
0018,9312;CTGeometrySequence
0018,9313;DataCollectionCenterPatient
0018,9314;CTReconstructionSequence
0018,9315;ReconstructionAlgorithm
0018,9316;ConvolutionKernelGroup
0018,9317;ReconstructionFieldOfView
0018,9318;ReconstructionTargetCenterPatient
0018,9319;ReconstructionAngle
0018,9320;ImageFilter
0018,9321;CTExposureSequence
0018,9322;ReconstructionPixelSpacing
0018,9323;ExposureModulationType
0018,9324;EstimatedDoseSaving
0018,9325;CTXRayDetailsSequence
0018,9326;CTPositionSequence
0018,9327;TablePosition
0018,9328;ExposureTimeInMilliSec
0018,9329;CTImageFrameTypeSequence
0018,9330;XRayTubeCurrentInMilliAmps
0018,9332;ExposureInMilliAmpSec
0018,9333;ConstantVolumeFlag
0018,9334;FluoroscopyFlag
0018,9335;SourceToDataCollectionCenterDist
0018,9337;ContrastBolusAgentNumber
0018,9338;ContrastBolusIngredientCodeSeq
0018,9340;ContrastAdministrationProfileSeq
0018,9341;ContrastBolusUsageSequence
0018,9342;ContrastBolusAgentAdministered
0018,9343;ContrastBolusAgentDetected
0018,9344;ContrastBolusAgentPhase
0018,9345;CTDIvol
0018,9346;CTDIPhantomTypeCodeSequence
0018,9351;CalciumScoringMassFactorPatient
0018,9352;CalciumScoringMassFactorDevice
0018,9353;EnergyWeightingFactor
0018,9360;CTAdditionalXRaySourceSequence
